"A10" "A50" "A100" "A500" "A5000"
"1929" 1 1 0 0 0
"1930" 0 0 0 1 0
"1931" 1 1 0 1 1
"1932" 1 0 1 0 0
"1933" 0 1 0 0 0
"1934" 0 1 0 0 1
"1935" 0 1 0 0 1
"1936" 0 1 0 1 1
"1937" 1 1 0 0 1
"1938" 1 1 1 1 0
"1939" 1 0 1 1 1
"1940" 0 1 1 1 1
"1941" 1 0 1 0 0
"1942" 1 0 0 1 1
"1943" 0 0 0 0 0
"1944" 0 1 0 1 0
"1945" 0 1 1 0 1
"1946" 0 1 0 0 1
"1947" 1 1 0 1 0
"1948" 1 1 0 0 0
"1949" 1 0 1 1 1
"1950" 0 0 0 1 1
"1951" 1 1 0 1 1
"1952" 1 0 0 0 0
"1953" 0 0 1 0 0
"1954" 0 1 0 0 0
"1955" 0 1 1 0 0
"1956" 0 0 0 1 1
"1957" 1 1 1 1 0
"1958" 1 0 0 0 1
"1959" 1 0 0 1 0
"1960" 0 0 0 1 0
"1961" 1 0 0 1 0
"1962" 1 0 1 1 0
"1963" 0 1 0 0 1
"1964" 0 0 0 0 0
"1965" 0 0 1 0 1
"1966" 0 0 1 0 0
"1967" 1 1 0 1 0
"1968" 1 0 0 0 1
"1969" 1 0 0 1 0
"1970" 0 0 0 0 0
"1971" 1 0 1 0 1
"1972" 1 0 0 1 0
"1973" 0 0 1 1 1
"1974" 0 1 1 0 1
"1975" 0 1 1 1 0
"1976" 0 1 0 1 1
"1977" 1 0 1 0 0
"1978" 1 0 0 0 1
"1979" 1 1 0 1 0
"1980" 0 0 1 0 1
"1981" 1 1 1 0 0
"1982" 1 0 1 1 0
"1983" 0 1 0 0 0
"1984" 0 1 0 0 0
"1985" 0 1 0 1 1
"1986" 0 1 0 0 0
"1987" 1 1 1 0 0
"1988" 1 1 0 0 1
"1989" 1 0 1 1 0
"1990" 0 1 0 1 1
"1991" 1 0 1 1 1
"1992" 1 0 0 0 1
"1993" 0 0 0 0 1
"1994" 0 1 0 1 0
"1995" 0 1 0 0 0
"1996" 0 1 1 0 1
"1997" 1 1 0 0 0
"1998" 1 1 0 1 0
"1999" 1 0 1 1 1
"2000" 0 0 1 0 0
"2001" 1 1 0 1 1
"2002" 1 0 1 0 0
"2003" 0 0 0 0 0
"2004" 0 1 1 0 1
"2005" 0 1 1 0 0
"2006" 0 0 0 1 0
"2007" 1 1 1 1 0
"2008" 1 0 1 1 0
"2009" 1 0 0 1 1
"2010" 0 0 0 1 0
"2011" 1 0 1 0 0
"2012" 1 0 0 0 1
"2013" 0 1 0 1 0
"2014" 0 0 0 0 1
"2015" 0 0 1 0 1
"2016" 0 0 0 0 0
"2017" 1 1 1 0 0
"2018" 1 0 1 1 0
"2019" 1 0 0 0 1
"2020" 0 0 0 0 0
"2021" 1 0 1 1 0
"2022" 1 0 1 1 0
"2023" 0 0 1 0 0
"2024" 0 1 0 1 0
"2025" 0 1 0 0 0
"2026" 0 1 0 0 1
"2027" 1 0 1 1 1
"2028" 1 0 1 0 0
"2029" 1 1 0 0 0
"2030" 0 0 0 0 0
"2031" 1 1 0 0 1
"2032" 1 0 1 0 0
"2033" 0 1 0 1 0
"2034" 0 1 0 0 0
"2035" 0 1 0 1 1
"2036" 0 1 0 1 0
"2037" 1 1 0 1 0
"2038" 1 1 1 0 0
"2039" 1 0 1 0 1
"2040" 0 1 1 0 1
"2041" 1 0 1 0 0
"2042" 1 0 0 1 1
"2043" 0 0 0 0 1
"2044" 0 1 0 1 1
"2045" 0 1 1 0 0
"2046" 0 1 0 1 0
"2047" 1 1 0 0 0
"2048" 1 1 0 0 0
"2049" 1 0 1 0 0
"2050" 0 0 0 0 1
"2051" 1 1 0 0 1
"2052" 1 0 0 1 0
"2053" 0 0 1 1 1
"2054" 0 1 0 1 1
"2055" 0 1 1 0 1
"2056" 0 0 0 1 1
"2057" 1 1 1 0 0
"2058" 1 0 0 0 1
"2059" 1 0 0 1 0
"2060" 0 0 0 0 0
"2061" 1 0 0 0 1
"2062" 1 0 1 0 0
"2063" 0 1 0 0 0
"2064" 0 0 0 0 0
"2065" 0 0 1 1 1
"2066" 0 0 1 1 1
"2067" 1 1 0 0 0
"2068" 1 0 0 1 0
"2069" 1 0 0 0 0
"2070" 0 0 0 1 1
"2071" 1 0 1 1 0
"2072" 1 0 0 0 0
"2073" 0 0 1 0 0
"2074" 0 1 1 1 1
"2075" 0 1 1 1 1
"2076" 0 1 0 1 1
"2077" 1 0 1 0 1
"2078" 1 0 0 1 0
"2079" 1 1 0 0 1
"2080" 0 0 1 1 1
"2081" 1 1 1 0 0
"2082" 1 0 1 0 0
"2083" 0 1 0 1 1
"2084" 0 1 0 0 0
"2085" 0 1 0 0 1
"2086" 0 1 0 0 1
"2087" 1 1 1 1 1
"2088" 1 1 0 0 0
"2089" 1 0 1 1 1
"2090" 0 1 0 0 0
"2091" 1 0 1 0 0
"2092" 1 0 0 0 0
"2093" 0 0 0 1 0
"2094" 0 1 0 0 1
"2095" 0 1 0 1 0
"2096" 0 1 1 0 1
"2097" 1 1 0 1 1
"2098" 1 1 0 0 0
"2099" 1 0 1 0 0
"2100" 0 0 1 0 0
"2101" 1 1 0 1 1
"2102" 1 0 1 1 0
"2103" 0 0 0 0 1
"2104" 0 1 1 0 0
"2105" 0 1 1 0 1
"2106" 0 0 0 1 1
"2107" 1 1 1 0 1
"2108" 1 0 1 0 0
"2109" 1 0 0 0 0
"2110" 0 0 0 1 0
"2111" 1 0 1 0 0
"2112" 1 0 0 1 0
"2113" 0 1 0 1 0
"2114" 0 0 0 0 1
"2115" 0 0 1 1 1
"2116" 0 0 0 1 0
"2117" 1 1 1 1 0
"2118" 1 0 1 1 0
"2119" 1 0 0 1 0
"2120" 0 0 0 0 0
"2121" 1 0 1 1 1
"2122" 1 0 1 1 0
"2123" 0 0 1 0 0
"2124" 0 1 0 0 1
"2125" 0 1 0 0 0
"2126" 0 1 0 0 0
"2127" 1 0 1 0 1
"2128" 1 0 1 1 0
"2129" 1 1 0 1 0
"2130" 0 0 0 1 1
"2131" 1 1 0 1 0
"2132" 1 0 1 0 0
"2133" 0 1 0 0 0
"2134" 0 1 0 0 0
"2135" 0 1 0 1 1
"2136" 0 1 0 0 1
"2137" 1 1 0 0 0
"2138" 1 1 1 0 0
"2139" 1 0 1 0 0
"2140" 0 1 1 0 1
"2141" 1 0 1 1 1
"2142" 1 0 0 0 1
"2143" 0 0 0 0 1
"2144" 0 1 0 0 1
"2145" 0 1 1 0 1
"2146" 0 1 0 0 1
"2147" 1 1 0 0 1
"2148" 1 1 0 0 1
"2149" 1 0 1 0 0
"2150" 0 0 0 0 1
"2151" 1 1 0 0 0
"2152" 1 0 0 1 1
"2153" 0 0 1 1 0
"2154" 0 1 0 1 0
"2155" 0 1 1 1 0
"2156" 0 0 0 0 0
"2157" 1 1 1 0 0
"2158" 1 0 0 1 0
"2159" 1 0 0 1 0
"2160" 0 0 0 1 0
"2161" 1 0 0 1 1
"2162" 1 0 1 1 1
"2163" 0 1 0 0 0
"2164" 0 0 0 1 1
"2165" 0 0 1 0 1
"2166" 0 0 1 0 0
"2167" 1 1 0 1 1
"2168" 1 0 0 1 1
"2169" 1 0 0 1 1
"2170" 0 0 0 0 0
"2171" 1 0 1 0 1
"2172" 1 0 0 0 0
"2173" 0 0 1 1 0
"2174" 0 1 1 1 1
"2175" 0 1 1 0 0
"2176" 0 1 0 0 0
"2177" 1 0 1 0 0
"2178" 1 0 0 1 1
"2179" 1 1 0 1 1
"2180" 0 0 1 0 0
"2181" 1 1 1 0 0
"2182" 1 0 1 1 1
"2183" 0 1 0 1 1
"2184" 0 1 0 1 0
"2185" 0 1 0 0 1
"2186" 0 1 0 0 0
"2187" 1 1 1 1 0
"2188" 1 1 0 0 0
"2189" 1 0 1 0 1
"2190" 0 1 0 0 1
"2191" 1 0 1 0 0
"2192" 1 0 0 0 1
"2193" 0 0 0 0 0
"2194" 0 1 0 0 0
"2195" 0 1 0 0 0
"2196" 0 1 1 0 1
"2197" 1 1 0 1 1
"2198" 1 1 0 0 1
"2199" 1 0 1 0 1
"2200" 0 0 1 1 1
"2201" 1 1 0 1 1
"2202" 1 0 1 1 0
"2203" 0 0 0 1 1
"2204" 0 1 1 0 0
"2205" 0 1 1 0 1
"2206" 0 0 0 0 0
"2207" 1 1 1 1 0
"2208" 1 0 1 0 1
"2209" 1 0 0 1 1
"2210" 0 0 0 1 0
"2211" 1 0 1 0 0
"2212" 1 0 0 0 0
"2213" 0 1 0 1 0
"2214" 0 0 0 1 1
"2215" 0 0 1 0 1
"2216" 0 0 0 1 0
"2217" 1 1 1 1 0
"2218" 1 0 1 1 1
"2219" 1 0 0 0 0
"2220" 0 0 0 1 0
"2221" 1 0 1 1 1
"2222" 1 0 1 0 0
"2223" 0 0 1 0 0
"2224" 0 1 0 1 1
"2225" 0 1 0 0 0
"2226" 0 1 0 1 0
"2227" 1 0 1 0 0
"2228" 1 0 1 1 1
"2229" 1 1 0 0 0
"2230" 0 0 0 0 1
"2231" 1 1 0 0 0
"2232" 1 0 1 0 0
"2233" 0 1 0 1 1
"2234" 0 1 0 0 1
"2235" 0 1 0 1 1
"2236" 0 1 0 0 1
"2237" 1 1 0 1 0
"2238" 1 1 1 0 0
"2239" 1 0 1 0 0
"2240" 0 1 1 0 0
"2241" 1 0 1 1 1
"2242" 1 0 0 1 1
"2243" 0 0 0 0 0
"2244" 0 1 0 1 1
"2245" 0 1 1 0 0
"2246" 0 1 0 0 1
"2247" 1 1 0 1 1
"2248" 1 1 0 1 1
"2249" 1 0 1 1 0
"2250" 0 0 0 1 1
"2251" 1 1 0 0 1
"2252" 1 0 0 0 0
"2253" 0 0 1 1 0
"2254" 0 1 0 0 1
"2255" 0 1 1 1 0
"2256" 0 0 0 0 0
"2257" 1 1 1 0 0
"2258" 1 0 0 0 0
"2259" 1 0 0 0 0
"2260" 0 0 0 0 0
"2261" 1 0 0 0 1
"2262" 1 0 1 1 0
"2263" 0 1 0 1 1
"2264" 0 0 0 0 1
"2265" 0 0 1 1 1
"2266" 0 0 1 0 1
"2267" 1 1 0 1 0
"2268" 1 0 0 1 0
"2269" 1 0 0 1 0
"2270" 0 0 0 1 0
"2271" 1 0 1 0 1
"2272" 1 0 0 0 0
"2273" 0 0 1 1 0
"2274" 0 1 1 0 0
"2275" 0 1 1 1 1
"2276" 0 1 0 0 0
"2277" 1 0 1 0 0
"2278" 1 0 0 0 1
"2279" 1 1 0 0 0
"2280" 0 0 1 0 1
"2281" 1 1 1 1 1
"2282" 1 0 1 1 0
"2283" 0 1 0 0 0
"2284" 0 1 0 1 0
"2285" 0 1 0 1 1
"2286" 0 1 0 1 1
"2287" 1 1 1 1 0
"2288" 1 1 0 0 0
"2289" 1 0 1 0 1
"2290" 0 1 0 1 1
"2291" 1 0 1 0 0
"2292" 1 0 0 1 1
"2293" 0 0 0 1 0
"2294" 0 1 0 1 0
"2295" 0 1 0 1 0
"2296" 0 1 1 0 1
"2297" 1 1 0 1 1
"2298" 1 1 0 0 0
"2299" 1 0 1 0 0
"2300" 0 0 1 1 0
"2301" 1 1 0 0 0
"2302" 1 0 1 1 0
"2303" 0 0 0 0 0
"2304" 0 1 1 0 1
"2305" 0 1 1 0 0
"2306" 0 0 0 0 1
"2307" 1 1 1 0 1
"2308" 1 0 1 0 0
"2309" 1 0 0 0 0
"2310" 0 0 0 1 0
"2311" 1 0 1 1 1
"2312" 1 0 0 1 0
"2313" 0 1 0 0 1
"2314" 0 0 0 1 0
"2315" 0 0 1 1 0
"2316" 0 0 0 1 0
"2317" 1 1 1 0 0
"2318" 1 0 1 1 0
"2319" 1 0 0 1 0
"2320" 0 0 0 0 0
"2321" 1 0 1 0 0
"2322" 1 0 1 1 0
"2323" 0 0 1 0 0
"2324" 0 1 0 1 0
"2325" 0 1 0 1 1
"2326" 0 1 0 0 0
"2327" 1 0 1 0 1
"2328" 1 0 1 1 1
"2329" 1 1 0 0 1
"2330" 0 0 0 0 0
"2331" 1 1 0 1 1
"2332" 1 0 1 1 1
"2333" 0 1 0 1 1
"2334" 0 1 0 1 0
"2335" 0 1 0 0 1
"2336" 0 1 0 0 0
"2337" 1 1 0 1 1
"2338" 1 1 1 0 1
"2339" 1 0 1 0 0
"2340" 0 1 1 0 0
"2341" 1 0 1 1 1
"2342" 1 0 0 1 1
"2343" 0 0 0 0 1
"2344" 0 1 0 1 1
"2345" 0 1 1 0 1
"2346" 0 1 0 0 0
"2347" 1 1 0 1 0
"2348" 1 1 0 1 0
"2349" 1 0 1 0 1
"2350" 0 0 0 0 0
"2351" 1 1 0 0 0
"2352" 1 0 0 0 0
"2353" 0 0 1 1 0
"2354" 0 1 0 1 0
"2355" 0 1 1 1 1
"2356" 0 0 0 1 1
"2357" 1 1 1 0 0
"2358" 1 0 0 0 0
"2359" 1 0 0 1 1
"2360" 0 0 0 0 0
"2361" 1 0 0 1 0
"2362" 1 0 1 1 1
"2363" 0 1 0 0 1
"2364" 0 0 0 0 1
"2365" 0 0 1 0 1
"2366" 0 0 1 0 0
"2367" 1 1 0 1 1
"2368" 1 0 0 0 0
"2369" 1 0 0 0 1
"2370" 0 0 0 1 1
"2371" 1 0 1 1 1
"2372" 1 0 0 0 1
"2373" 0 0 1 1 0
"2374" 0 1 1 0 0
"2375" 0 1 1 0 1
"2376" 0 1 0 1 1
"2377" 1 0 1 0 0
"2378" 1 0 0 0 0
"2379" 1 1 0 1 0
"2380" 0 0 1 0 1
"2381" 1 1 1 0 0
"2382" 1 0 1 1 1
"2383" 0 1 0 1 1
"2384" 0 1 0 1 1
"2385" 0 1 0 1 1
"2386" 0 1 0 1 0
"2387" 1 1 1 0 1
"2388" 1 1 0 1 0
"2389" 1 0 1 0 1
"2390" 0 1 0 1 0
"2391" 1 0 1 0 0
"2392" 1 0 0 1 1
"2393" 0 0 0 0 1
"2394" 0 1 0 0 1
"2395" 0 1 0 0 1
"2396" 0 1 1 0 0
"2397" 1 1 0 0 1
"2398" 1 1 0 1 1
"2399" 1 0 1 1 1
"2400" 0 0 1 0 1
"2401" 1 1 0 0 1
"2402" 1 0 1 0 1
"2403" 0 0 0 1 0
"2404" 0 1 1 0 1
"2405" 0 1 1 0 0
"2406" 0 0 0 0 0
"2407" 1 1 1 0 0
"2408" 1 0 1 1 0
"2409" 1 0 0 0 0
"2410" 0 0 0 1 1
"2411" 1 0 1 0 0
"2412" 1 0 0 1 0
"2413" 0 1 0 1 1
"2414" 0 0 0 0 0
"2415" 0 0 1 1 1
"2416" 0 0 0 0 1
"2417" 1 1 1 1 1
"2418" 1 0 1 0 1
"2419" 1 0 0 1 0
"2420" 0 0 0 1 0
"2421" 1 0 1 1 1
"2422" 1 0 1 1 0
"2423" 0 0 1 0 1
"2424" 0 1 0 0 1
"2425" 0 1 0 1 0
"2426" 0 1 0 0 0
"2427" 1 0 1 1 1
"2428" 1 0 1 1 0
"2429" 1 1 0 0 0
"2430" 0 0 0 1 0
"2431" 1 1 0 1 1
"2432" 1 0 1 0 0
"2433" 0 1 0 0 0
"2434" 0 1 0 0 0
"2435" 0 1 0 0 1
"2436" 0 1 0 1 0
"2437" 1 1 0 0 0
"2438" 1 1 1 1 0
"2439" 1 0 1 1 1
"2440" 0 1 1 1 1
"2441" 1 0 1 0 1
"2442" 1 0 0 1 0
"2443" 0 0 0 0 1
"2444" 0 1 0 1 1
"2445" 0 1 1 0 1
"2446" 0 1 0 0 1
"2447" 1 1 0 1 1
"2448" 1 1 0 0 0
"2449" 1 0 1 1 0
"2450" 0 0 0 1 1
"2451" 1 1 0 1 1
"2452" 1 0 0 0 0
"2453" 0 0 1 0 0
"2454" 0 1 0 0 1
"2455" 0 1 1 0 0
"2456" 0 0 0 1 0
"2457" 1 1 1 1 1
"2458" 1 0 0 0 1
"2459" 1 0 0 1 0
"2460" 0 0 0 1 1
"2461" 1 0 0 1 0
"2462" 1 0 1 1 0
"2463" 0 1 0 0 0
"2464" 0 0 0 0 1
"2465" 0 0 1 0 1
"2466" 0 0 1 0 0
"2467" 1 1 0 1 1
"2468" 1 0 0 0 1
"2469" 1 0 0 1 1
"2470" 0 0 0 0 1
"2471" 1 0 1 0 0
"2472" 1 0 0 1 1
"2473" 0 0 1 1 0
"2474" 0 1 1 0 1
"2475" 0 1 1 1 0
"2476" 0 1 0 1 0
"2477" 1 0 1 0 1
"2478" 1 0 0 0 0
"2479" 1 1 0 1 0
"2480" 0 0 1 0 0
"2481" 1 1 1 0 1
"2482" 1 0 1 1 0
"2483" 0 1 0 0 0
"2484" 0 1 0 0 0
"2485" 0 1 0 1 1
"2486" 0 1 0 0 0
"2487" 1 1 1 0 0
"2488" 1 1 0 0 1
"2489" 1 0 1 1 0
"2490" 0 1 0 1 0
"2491" 1 0 1 1 1
"2492" 1 0 0 0 0
"2493" 0 0 0 0 0
"2494" 0 1 0 1 1
"2495" 0 1 0 0 0
"2496" 0 1 1 0 1
"2497" 1 1 0 0 0
"2498" 1 1 0 1 1
"2499" 1 0 1 1 1
"2500" 0 0 1 0 0
"2501" 1 1 0 1 0
"2502" 1 0 1 0 0
"2503" 0 0 0 0 0
"2504" 0 1 1 0 1
"2505" 0 1 1 0 1
"2506" 0 0 0 1 1
"2507" 1 1 1 1 0
"2508" 1 0 1 1 1
"2509" 1 0 0 1 0
"2510" 0 0 0 1 0
"2511" 1 0 1 0 1
"2512" 1 0 0 0 0
"2513" 0 1 0 1 0
"2514" 0 0 0 0 1
"2515" 0 0 1 0 1
"2516" 0 0 0 0 1
"2517" 1 1 1 0 0
"2518" 1 0 1 1 0
"2519" 1 0 0 0 1
"2520" 0 0 0 0 0
"2521" 1 0 1 1 0
"2522" 1 0 1 1 1
"2523" 0 0 1 0 0
"2524" 0 1 0 1 1
"2525" 0 1 0 0 0
"2526" 0 1 0 0 0
"2527" 1 0 1 1 1
"2528" 1 0 1 0 1
"2529" 1 1 0 0 0
"2530" 0 0 0 0 1
"2531" 1 1 0 0 0
"2532" 1 0 1 0 0
"2533" 0 1 0 1 0
"2534" 0 1 0 0 1
"2535" 0 1 0 1 1
"2536" 0 1 0 1 1
"2537" 1 1 0 1 0
"2538" 1 1 1 0 0
"2539" 1 0 1 0 0
"2540" 0 1 1 0 1
"2541" 1 0 1 0 1
"2542" 1 0 0 1 1
"2543" 0 0 0 0 1
"2544" 0 1 0 1 0
"2545" 0 1 1 0 0
"2546" 0 1 0 1 0
"2547" 1 1 0 0 0
"2548" 1 1 0 0 0
"2549" 1 0 1 0 1
"2550" 0 0 0 0 1
"2551" 1 1 0 0 0
"2552" 1 0 0 1 0
"2553" 0 0 1 1 1
"2554" 0 1 0 1 1
"2555" 0 1 1 0 1
"2556" 0 0 0 1 0
"2557" 1 1 1 0 1
"2558" 1 0 0 0 0
"2559" 1 0 0 1 1
"2560" 0 0 0 0 0
"2561" 1 0 0 0 0
"2562" 1 0 1 0 0
"2563" 0 1 0 0 0
"2564" 0 0 0 0 1
"2565" 0 0 1 1 0
"2566" 0 0 1 1 1
"2567" 1 1 0 0 1
"2568" 1 0 0 1 0
"2569" 1 0 0 0 0
"2570" 0 0 0 1 0
"2571" 1 0 1 1 1
"2572" 1 0 0 0 1
"2573" 0 0 1 0 1
"2574" 0 1 1 1 0
"2575" 0 1 1 1 0
"2576" 0 1 0 1 0
"2577" 1 0 1 0 1
"2578" 1 0 0 1 1
"2579" 1 1 0 0 1
"2580" 0 0 1 1 0
"2581" 1 1 1 0 1
"2582" 1 0 1 0 0
"2583" 0 1 0 1 0
"2584" 0 1 0 0 1
"2585" 0 1 0 0 1
"2586" 0 1 0 0 1
"2587" 1 1 1 1 0
"2588" 1 1 0 0 0
"2589" 1 0 1 1 1
"2590" 0 1 0 0 1
"2591" 1 0 1 0 1
"2592" 1 0 0 0 0
"2593" 0 0 0 1 0
"2594" 0 1 0 0 1
"2595" 0 1 0 1 1
"2596" 0 1 1 0 0
"2597" 1 1 0 1 1
"2598" 1 1 0 0 0
"2599" 1 0 1 0 0
"2600" 0 0 1 0 0
"2601" 1 1 0 1 0
"2602" 1 0 1 1 1
"2603" 0 0 0 0 1
"2604" 0 1 1 0 0
"2605" 0 1 1 0 1
"2606" 0 0 0 1 0
"2607" 1 1 1 0 1
"2608" 1 0 1 0 1
"2609" 1 0 0 0 1
"2610" 0 0 0 1 0
"2611" 1 0 1 0 0
"2612" 1 0 0 1 1
"2613" 0 1 0 1 1
"2614" 0 0 0 0 0
"2615" 0 0 1 1 0
"2616" 0 0 0 1 1
"2617" 1 1 1 1 0
"2618" 1 0 1 1 1
"2619" 1 0 0 1 1
"2620" 0 0 0 0 0
"2621" 1 0 1 1 0
"2622" 1 0 1 1 1
"2623" 0 0 1 0 0
"2624" 0 1 0 0 1
"2625" 0 1 0 0 0
"2626" 0 1 0 0 1
"2627" 1 0 1 0 1
"2628" 1 0 1 1 1
"2629" 1 1 0 1 0
"2630" 0 0 0 1 0
"2631" 1 1 0 1 0
"2632" 1 0 1 0 1
"2633" 0 1 0 0 0
"2634" 0 1 0 0 1
"2635" 0 1 0 1 0
"2636" 0 1 0 0 1
"2637" 1 1 0 0 1
"2638" 1 1 1 0 0
"2639" 1 0 1 0 0
"2640" 0 1 1 0 1
"2641" 1 0 1 1 1
"2642" 1 0 0 0 0
"2643" 0 0 0 0 1
"2644" 0 1 0 0 1
"2645" 0 1 1 0 1
"2646" 0 1 0 0 1
"2647" 1 1 0 0 0
"2648" 1 1 0 0 0
"2649" 1 0 1 0 1
"2650" 0 0 0 0 0
"2651" 1 1 0 0 0
"2652" 1 0 0 1 1
"2653" 0 0 1 1 0
"2654" 0 1 0 1 1
"2655" 0 1 1 1 0
"2656" 0 0 0 0 1
"2657" 1 1 1 0 0
"2658" 1 0 0 1 0
"2659" 1 0 0 1 0
"2660" 0 0 0 1 1
"2661" 1 0 0 1 0
"2662" 1 0 1 1 0
"2663" 0 1 0 0 0
"2664" 0 0 0 1 0
"2665" 0 0 1 0 1
"2666" 0 0 1 0 0
"2667" 1 1 0 1 1
"2668" 1 0 0 1 0
"2669" 1 0 0 1 0
"2670" 0 0 0 0 1
"2671" 1 0 1 0 1
"2672" 1 0 0 0 1
"2673" 0 0 1 1 0
"2674" 0 1 1 1 0
"2675" 0 1 1 0 1
"2676" 0 1 0 0 0
"2677" 1 0 1 0 0
"2678" 1 0 0 1 0
"2679" 1 1 0 1 0
"2680" 0 0 1 0 1
"2681" 1 1 1 0 0
"2682" 1 0 1 1 0
"2683" 0 1 0 1 0
"2684" 0 1 0 1 1
"2685" 0 1 0 0 0
"2686" 0 1 0 0 0
"2687" 1 1 1 1 0
"2688" 1 1 0 0 1
"2689" 1 0 1 0 1
"2690" 0 1 0 0 1
"2691" 1 0 1 0 1
"2692" 1 0 0 0 0
"2693" 0 0 0 0 0
"2694" 0 1 0 0 0
"2695" 0 1 0 0 1
"2696" 0 1 1 0 0
"2697" 1 1 0 1 0
"2698" 1 1 0 0 0
"2699" 1 0 1 0 0
"2700" 0 0 1 1 1
"2701" 1 1 0 1 0
"2702" 1 0 1 1 0
"2703" 0 0 0 1 0
"2704" 0 1 1 0 0
"2705" 0 1 1 0 0
"2706" 0 0 0 0 0
"2707" 1 1 1 1 1
"2708" 1 0 1 0 1
"2709" 1 0 0 1 1
"2710" 0 0 0 1 0
"2711" 1 0 1 0 1
"2712" 1 0 0 0 0
"2713" 0 1 0 1 0
"2714" 0 0 0 1 1
"2715" 0 0 1 0 1
"2716" 0 0 0 1 0
"2717" 1 1 1 1 1
"2718" 1 0 1 1 0
"2719" 1 0 0 0 0
"2720" 0 0 0 1 1
"2721" 1 0 1 1 0
"2722" 1 0 1 0 1
"2723" 0 0 1 0 0
"2724" 0 1 0 1 0
"2725" 0 1 0 0 1
"2726" 0 1 0 1 1
"2727" 1 0 1 0 1
"2728" 1 0 1 1 1
"2729" 1 1 0 0 0
"2730" 0 0 0 0 1
"2731" 1 1 0 0 0
"2732" 1 0 1 0 0
"2733" 0 1 0 1 1
"2734" 0 1 0 0 0
"2735" 0 1 0 1 1
"2736" 0 1 0 0 0
"2737" 1 1 0 1 1
"2738" 1 1 1 0 0
"2739" 1 0 1 0 0
"2740" 0 1 1 0 0
"2741" 1 0 1 1 0
"2742" 1 0 0 1 0
"2743" 0 0 0 0 0
"2744" 0 1 0 1 0
"2745" 0 1 1 0 0
"2746" 0 1 0 0 1
"2747" 1 1 0 1 1
"2748" 1 1 0 1 0
"2749" 1 0 1 1 0
"2750" 0 0 0 1 1
"2751" 1 1 0 0 0
"2752" 1 0 0 0 1
"2753" 0 0 1 1 0
"2754" 0 1 0 0 1
"2755" 0 1 1 1 0
"2756" 0 0 0 0 0
"2757" 1 1 1 0 0
"2758" 1 0 0 0 0
"2759" 1 0 0 0 0
"2760" 0 0 0 0 0
"2761" 1 0 0 0 1
"2762" 1 0 1 1 0
"2763" 0 1 0 1 0
"2764" 0 0 0 0 0
"2765" 0 0 1 1 1
"2766" 0 0 1 0 0
"2767" 1 1 0 1 1
"2768" 1 0 0 1 0
"2769" 1 0 0 1 0
"2770" 0 0 0 1 0
"2771" 1 0 1 0 1
"2772" 1 0 0 0 1
"2773" 0 0 1 1 0
"2774" 0 1 1 0 0
"2775" 0 1 1 1 0
"2776" 0 1 0 0 1
"2777" 1 0 1 0 1
"2778" 1 0 0 0 0
"2779" 1 1 0 0 1
"2780" 0 0 1 0 0
"2781" 1 1 1 1 0
"2782" 1 0 1 1 0
"2783" 0 1 0 0 0
"2784" 0 1 0 1 0
"2785" 0 1 0 1 0
"2786" 0 1 0 1 1
"2787" 1 1 1 1 0
"2788" 1 1 0 0 0
"2789" 1 0 1 0 0
"2790" 0 1 0 1 1
"2791" 1 0 1 0 0
"2792" 1 0 0 1 0
"2793" 0 0 0 1 1
"2794" 0 1 0 1 0
"2795" 0 1 0 1 0
"2796" 0 1 1 0 1
"2797" 1 1 0 1 1
"2798" 1 1 0 0 0
"2799" 1 0 1 0 1
"2800" 0 0 1 1 1
"2801" 1 1 0 0 0
"2802" 1 0 1 1 1
"2803" 0 0 0 0 0
"2804" 0 1 1 0 0
"2805" 0 1 1 0 0
"2806" 0 0 0 0 0
"2807" 1 1 1 0 0
"2808" 1 0 1 0 1
"2809" 1 0 0 0 1
"2810" 0 0 0 1 0
"2811" 1 0 1 1 0
"2812" 1 0 0 1 0
"2813" 0 1 0 0 0
"2814" 0 0 0 1 0
"2815" 0 0 1 1 1
"2816" 0 0 0 1 1
"2817" 1 1 1 0 0
"2818" 1 0 1 1 0
"2819" 1 0 0 1 0
"2820" 0 0 0 0 0
"2821" 1 0 1 0 0
"2822" 1 0 1 1 1
"2823" 0 0 1 0 0
"2824" 0 1 0 1 0
"2825" 0 1 0 1 0
"2826" 0 1 0 0 0
"2827" 1 0 1 0 0
"2828" 1 0 1 1 1
"2829" 1 1 0 0 1
"2830" 0 0 0 0 1
"2831" 1 1 0 1 1
"2832" 1 0 1 1 1
"2833" 0 1 0 1 0
"2834" 0 1 0 1 0
"2835" 0 1 0 0 1
"2836" 0 1 0 0 0
"2837" 1 1 0 1 0
"2838" 1 1 1 0 1
"2839" 1 0 1 0 0
"2840" 0 1 1 0 1
"2841" 1 0 1 1 0
"2842" 1 0 0 1 1
"2843" 0 0 0 0 0
"2844" 0 1 0 1 1
"2845" 0 1 1 0 1
"2846" 0 1 0 0 1
"2847" 1 1 0 1 1
"2848" 1 1 0 1 1
"2849" 1 0 1 0 1
"2850" 0 0 0 0 1
"2851" 1 1 0 0 1
"2852" 1 0 0 0 1
"2853" 0 0 1 1 0
"2854" 0 1 0 1 0
"2855" 0 1 1 1 1
"2856" 0 0 0 1 0
"2857" 1 1 1 0 1
"2858" 1 0 0 0 1
"2859" 1 0 0 1 1
